H,2605
TCA0_SPLIT_LCMP2,2604
TCA0_SPLIT_HCMP2,2605
TCA0_SINGLE_PERBUF,2614
TCA0_SINGLE_PERBUFL,2614
TCA0_SINGLE_PERBUFH,2615
TCA0_SINGLE_CMP0BUF,2616
TCA0_SINGLE_CMP0BUFL,2616
TCA0_SINGLE_CMP0BUFH,2617
TCA0_SINGLE_CMP1BUF,2618
TCA0_SINGLE_CMP1BUFL,2618
TCA0_SINGLE_CMP1BUFH,2619
TCA0_SINGLE_CMP2BUF,2620
TCA0_SINGLE_CMP2BUFL,2620
TCA0_SINGLE_CMP2BUFH,2621
TCB0_CTRLA,2816
TCB0_CTRLB,2817
TCB0_EVCTRL,2820
TCB0_INTCTRL,2821
TCB0_INTFLAGS,2822
TCB0_STATUS,2823
TCB0_DBGCTRL,2824
TCB0_TEMP,2825
TCB0_CNT,2826
TCB0_CNTL,2826
TCB0_CNTH,2827
TCB0_CCMP,2828
TCB0_CCMPL,2828
TCB0_CCMPH,2829
TCB1_CTRLA,2832
TCB1_CTRLB,2833
TCB1_EVCTRL,2836
TCB1_INTCTRL,2837
TCB1_INTFLAGS,2838
TCB1_STATUS,2839
TCB1_DBGCTRL,2840
TCB1_TEMP,2841
TCB1_CNT,2842
TCB1_CNTL,2842
TCB1_CNTH,2843
TCB1_CCMP,2844
TCB1_CCMPL,2844
TCB1_CCMPH,2845
TCB2_CTRLA,2848
TCB2_CTRLB,2849
TCB2_EVCTRL,2852
TCB2_INTCTRL,2853
TCB2_INTFLAGS,2854
TCB2_STATUS,2855
TCB2_DBGCTRL,2856
TCB2_TEMP,2857
TCB2_CNT,2858
TCB2_CNTL,2858
TCB2_CNTH,2859
TCB2_CCMP,2860
TCB2_CCMPL,2860
TCB2_CCMPH,2861
TCD0_CTRLA,2944
TCD0_CTRLB,2945
TCD0_CTRLC,2946
TCD0_CTRLD,2947
TCD0_CTRLE,2948
TCD0_EVCTRLA,2952
TCD0_EVCTRLB,2953
TCD0_INTCTRL,2956
TCD0_INTFLAGS,2957
TCD0_STATUS,2958
TCD0_INPUTCTRLA,2960
TCD0_INPUTCTRLB,2961
TCD0_FAULTCTRL,2962
TCD0_DLYCTRL,2964
TCD0_DLYVAL,2965
TCD0_DITCTRL,2968
TCD0_DITVAL,2969
TCD0_DBGCTRL,2974
TCD0_CAPTUREA,2978
TCD0_CAPTUREAL,2978
TCD0_CAPTUREAH,2979
TCD0_CAPTUREB,2980
TCD0_CAPTUREBL,2980
TCD0_CAPTUREBH,2981
TCD0_CMPASET,2984
TCD0_CMPASETL,2984
TCD0_CMPASETH,2985
TCD0_CMPACLR,2986
TCD0_CMPACLRL,2986
TCD0_CMPACLRH,2987
TCD0_CMPBSET,2988
TCD0_CMPBSETL,2988
TCD0_CMPBSETH,2989
TCD0_CMPBCLR,2990
TCD0_CMPBCLRL,2990
TCD0_CMPBCLRH,2991
TWI0_CTRLA,2304
TWI0_DUALCTRL,2305
TWI0_DBGCTRL,2306
TWI0_MCTRLA,2307
TWI0_MCTRLB,2308
TWI0_MSTATUS,2309
TWI0_MBAUD,2310
TWI0_MADDR,2311
TWI0_MDATA,2312
TWI0_SCTRLA,2313
TWI0_SCTRLB,2314
TWI0_SSTATUS,2315
TWI0_SADDR,2316
TWI0_SDATA,2317
TWI0_SADDRMASK,2318
TWI1_CTRLA,2336
TWI1_DUALCTRL,2337
TWI1_DBGCTRL,2338
TWI1_MCTRLA,2339
TWI1_MCTRLB,2340
TWI1_MSTATUS,2341
TWI1_MBAUD,2342
TWI1_MADDR,2343
